symbol	qualifier	authority	body_lines	rule	reason
getRegions		dcc/src/Transform/Sentient/SinkScalarCopy.cpp:139	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
getOperation		dcc/src/Transform/Sentient/SinkScalarCopy.cpp:142	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
dccExtContext		dcc/src/Transform/Sentient/SinkScalarCopy.cpp:239	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createSinkScalarCopyPass	mlir::sentient	dcc/src/Transform/Sentient/SinkScalarCopy.cpp:250	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createSinkScalarCopyPass	mlir::sentient	dcc/src/Transform/Sentient/SinkScalarCopy.cpp:256	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
dccExtContext		dcc/src/Transform/Sentient/SmartRegisterAllocation.cpp:52	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createSmartRegisterAllocationPass	mlir::sentient	dcc/src/Transform/Sentient/SmartRegisterAllocation.cpp:637	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createSmartRegisterAllocationPass	mlir::sentient	dcc/src/Transform/Sentient/SmartRegisterAllocation.cpp:644	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
opts_		dcc/src/Transform/Sentient/SpecializedCanonicalization.cpp:55	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createSpecializedCanonicalizationPass	mlir::sentient	dcc/src/Transform/Sentient/SpecializedCanonicalization.cpp:233	4	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createSpecializedCanonicalizationPass	mlir::sentient	dcc/src/Transform/Sentient/SpecializedCanonicalization.cpp:239	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
dccExtContext		dcc/src/Transform/Sentient/StoreAndForwardFusion.cpp:89	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createStoreAndForwardFusionPass	mlir::sentient	dcc/src/Transform/Sentient/StoreAndForwardFusion.cpp:582	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createStoreAndForwardFusionPass	mlir::sentient	dcc/src/Transform/Sentient/StoreAndForwardFusion.cpp:588	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
dccExtContext		dcc/src/Transform/Sentient/SyncSendRecvFusion.cpp:49	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
isEqualSets		dcc/src/Transform/Sentient/SyncSendRecvFusion.cpp:66	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
createSyncSendRecvFusionPass	mlir::sentient	dcc/src/Transform/Sentient/SyncSendRecvFusion.cpp:149	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createSyncSendRecvFusionPass	mlir::sentient	dcc/src/Transform/Sentient/SyncSendRecvFusion.cpp:155	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
ToggleReorderingPass		dcc/src/Transform/Sentient/ToggleReordering.cpp:143	3	field_accessor	3-line field accessor - a struct field in Rust, not a function
dccExtContext		dcc/src/Transform/Sentient/ToggleReordering.cpp:173	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createToggleReorderingPass	mlir::sentient	dcc/src/Transform/Sentient/ToggleReordering.cpp:269	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createToggleReorderingPass	mlir::sentient	dcc/src/Transform/Sentient/ToggleReordering.cpp:275	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
dccExtContext		dcc/src/Transform/Sentient/TransformForExposedPipeline.cpp:49	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createTransformForExposedPipelinePass	mlir::sentient	dcc/src/Transform/Sentient/TransformForExposedPipeline.cpp:379	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createTransformForExposedPipelinePass	mlir::sentient	dcc/src/Transform/Sentient/TransformForExposedPipeline.cpp:386	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
UniformMapCanonicalizationPass		dcc/src/Transform/Sentient/UniformMapCanonicalization.cpp:50	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
dccExtContext		dcc/src/Transform/Sentient/UniformMapCanonicalization.cpp:65	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createUniformMapCanonicalizationPass	mlir::sentient	dcc/src/Transform/Sentient/UniformMapCanonicalization.cpp:121	5	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createUniformMapCanonicalizationPass	mlir::sentient	dcc/src/Transform/Sentient/UniformMapCanonicalization.cpp:128	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
values		dcc/src/Transform/Sentient/Utils.hpp:169	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
units		dcc/src/Transform/Sentient/Utils.hpp:170	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
opts_		dcc/src/Transform/Sentient/VectorRegisterInitialization.cpp:54	1	field_accessor	1-line field accessor - a struct field in Rust, not a function
createVectorRegisterInitializationPass	mlir::sentient	dcc/src/Transform/Sentient/VectorRegisterInitialization.cpp:168	4	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
createVectorRegisterInitializationPass	mlir::sentient	dcc/src/Transform/Sentient/VectorRegisterInitialization.cpp:174	3	mlir_pass_factory	MLIR pass factory: #[forward] runs the whole pipeline at macro expansion, so no pass manager, pass instance or factory exists at run time
